time_identifier,year_breakdown,time_period,geographic_level,country_code,country_name,school_type,characteristic_group,characteristic,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_pa_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
Academic year,six half terms,201415,National,E92000001,England,Total,SEN primary need,SEN primary need Speech language and communications needs,127775,46009091,2374379,1826832,547547,5.16067,3.97059,1.19008,16871,13.20368,5781802,954518,644745,309773,16.50901,11.15128,5.35772,1389891,196566,18049,3328,7012,36697,:,33177,135327,1820047,122355,45986,332833,44133,545307,2365354
Academic year,six half terms,201415,National,E92000001,England,Total,SEN primary need,SEN primary need Severe learning difficulty,24229,8749563,628524,552763,75761,7.18349,6.31761,0.86588,5242,21.63523,1848941,354844,300985,53859,19.19174,16.27878,2.91296,364865,94258,3073,178,931,28854,:,5420,53373,550952,13509,5775,49125,7110,75519,626471
Academic year,six half terms,201415,National,E92000001,England,Total,SEN primary need,SEN primary need Specific learning difficulty,89616,31885480,1894684,1421921,472763,5.94215,4.45946,1.48269,15013,16.75259,5083948,913681,591943,321738,17.97188,11.64337,6.32851,1083344,132840,4739,10458,6447,19418,:,42493,118219,1417958,72377,30567,328558,39409,470911,1888869
Academic year,six half terms,201415,National,E92000001,England,Total,SEN primary need,SEN primary need Visual impairment,8166,2933336,191066,153826,37240,6.51361,5.24406,1.26954,1541,18.87093,532518,99333,75111,24222,18.65345,14.10488,4.54858,103134,30562,1369,900,26,2850,:,2479,11734,153054,7842,2511,23671,3027,37051,190105
Academic year,six half terms,201415,National,E92000001,England,Total,SEN primary need,SEN primary need Unclassified,58652,18767270,1227786,840599,387187,6.54217,4.47907,2.0631,12293,20.95922,3196691,674811,388884,285927,21.10967,12.1652,8.94447,603606,69922,5429,3375,5961,12538,:,44343,92078,837252,51056,22293,284854,27913,386116,1223368
Academic year,six half terms,201415,National,E92000001,England,Total,First Language,First language Known or believed to be English,5444091,1941101917,90343241,70062187,20281054,4.65422,3.6094,1.04482,603509,11.08558,196495359,34611442,22887493,11723949,17.61438,11.64785,5.96653,54889901,5957807,182997,539181,265505,1397156,:,1371011,5235636,69839194,4804487,1314905,12584096,1506717,20210205,90049399
Academic year,six half terms,201415,National,E92000001,England,Total,First Language,First language Known or believed to be other than English,1182843,412062407,18314955,13364495,4950460,4.4447,3.24332,1.20139,122265,10.33654,37848472,6003705,3679399,2324306,15.86248,9.72139,6.14108,10176793,1082952,550377,61627,5788,333161,:,171807,944287,13326792,1576959,195819,2712604,448363,4933745,18260537
Academic year,six half terms,201415,National,E92000001,England,Total,First Language,First language Unclassified,15823,5216729,267298,189459,77839,5.12386,3.63176,1.4921,2307,14.58004,636495,117503,69810,47693,18.46095,10.96788,7.49307,140917,16343,3207,1118,721,3330,:,5517,16291,187444,12452,4622,50982,9223,77279,264723
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Total,Total,3734735,1344720753,54016776,42284706,11732070,4.01695,3.1445,0.87245,314439,8.41931,101413516,15378970,10550599,4828371,15.16462,10.40354,4.76107,34223284,3131380,474790,4334,209111,1242422,:,253317,2614075,42152713,4541687,896454,5468067,787023,11693231,53845944
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Gender,Gender male,1904094,685455237,27874871,21859205,6015666,4.06662,3.18901,0.87762,164596,8.64432,53036463,8165880,5643750,2522130,15.39673,10.64126,4.75546,17534029,1660412,244014,2041,104833,625016,:,226090,1394727,21791162,2291264,460393,2838454,405555,5995666,27786828
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Gender,Gender female,1830641,659265516,26141905,20425501,5716404,3.96531,3.09822,0.86709,149843,8.18527,48377053,7213090,4906849,2306241,14.91015,10.14293,4.76722,16689255,1470968,230776,2293,104278,617406,:,27227,1219348,20361551,2250423,436061,2629613,381468,5697565,26059116
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Major ethnic groups,Ethnicity Major White Total,2791923,1012969251,40740772,32266939,8473833,4.02192,3.18538,0.83653,232823,8.33916,76296039,11639450,8164827,3474623,15.25564,10.70151,4.55413,26420659,2425450,47981,2459,203563,957241,:,199978,1894680,32152011,3322253,660665,3916930,541375,8441223,40593234
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor White British,2543665,926368154,36132815,28922603,7210212,3.90048,3.12215,0.77833,196696,7.73278,65295585,9766760,6996391,2770369,14.95776,10.71495,4.24281,23825583,2206877,25426,1803,64661,861266,:,187321,1647428,28820365,2980559,601984,3149741,449834,7182118,36002483
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Irish,10595,3784957,174964,135731,39233,4.62262,3.58606,1.03655,1243,11.73195,378516,66061,42509,23552,17.45263,11.23044,6.22219,103701,9483,252,54,3971,3632,:,712,13648,135453,8251,3345,24417,3085,39098,174551
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Traveller of Irish heritage,4172,1229550,215779,121942,93837,17.54943,9.91761,7.63182,2655,63.63854,736215,189888,104440,85448,25.79247,14.18607,11.60639,50249,3865,330,0,51091,786,:,1438,13939,121698,4452,4918,77636,6590,93596,215294
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Gypsy Roma,14748,4718279,577129,344239,232890,12.23177,7.29586,4.93591,7143,48.43369,2134244,447753,258466,189287,20.97947,12.11042,8.86904,209346,16518,642,383,80740,2649,:,3528,29061,342867,27007,10659,180141,14221,232028,574895
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Any other white background,218743,76868311,3640085,2742424,897661,4.73548,3.56769,1.16779,25086,11.46825,7751479,1168988,763021,405967,15.08084,9.84355,5.23728,2231780,188707,21331,219,3100,88908,:,6979,190604,2731628,301984,39759,484995,67645,894383,3626011
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Major ethnic groups,Ethnicity Major Mixed Total,206571,73818285,3191572,2404350,787222,4.32355,3.25712,1.06643,21131,10.22941,6762854,1039794,663765,376029,15.37508,9.81487,5.56021,1921017,173625,26521,178,608,68437,:,20790,188689,2399865,211630,89669,424049,60540,785888,3185753
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor White and Black Caribbean,56251,20126036,980663,702886,277777,4.87261,3.49242,1.38019,7328,13.02732,2378054,374328,227340,146988,15.74094,9.55992,6.18102,569621,51109,1060,49,27,13318,:,9754,57104,702042,53698,37240,162678,23812,277428,979470
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor White and Black African,27959,9921077,391118,294563,96555,3.94229,2.96906,0.97323,2492,8.91305,772675,118223,75047,43176,15.30048,9.71262,5.58786,234263,22328,3092,14,58,7196,:,2786,24163,293900,25984,10760,51917,7606,96267,390167
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor White and Asian,47734,17167243,687621,543258,144363,4.00542,3.1645,0.84092,4016,8.41329,1290702,193466,130754,62712,14.98921,10.13046,4.85875,430512,38695,10068,27,377,20010,:,1872,40446,542007,52898,13181,69845,8231,144155,686162
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Any other Mixed background,74627,26603929,1132170,863643,268527,4.25565,3.2463,1.00935,7295,9.77528,2321423,353777,230624,123153,15.23966,9.9346,5.30507,686621,61493,12301,88,146,27913,:,6378,66976,861916,79050,28488,139609,20891,268038,1129954
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Major ethnic groups,Ethnicity Major Asian Total,394799,141498504,6037566,4647674,1389892,4.26688,3.28461,0.98227,34652,8.77712,11345751,1596661,1050660,546001,14.07277,9.26038,4.81238,3653289,289435,291715,1067,127,130372,:,5573,269684,4641262,689429,57873,561717,78575,1387594,6028856
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Indian,103682,37095273,1342005,1068289,273716,3.61773,2.87985,0.73787,6324,6.09942,1976458,273560,188531,85029,13.84092,9.53883,4.30209,843859,66305,33561,447,36,46403,:,607,75973,1067191,158787,10019,91251,13220,273277,1340468
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Pakistani,161504,58163070,2713309,2023644,689665,4.665,3.47926,1.18574,16967,10.50562,5684529,807018,507521,299497,14.19674,8.92811,5.26863,1585585,128008,162505,202,53,41707,:,3574,98346,2019980,344576,28561,278930,36157,688224,2708204
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Bangladeshi,62766,22664453,1086430,860935,225495,4.79354,3.79861,0.99493,6460,10.2922,2192137,304555,211919,92636,13.89306,9.66723,4.22583,693365,48548,66487,11,15,13640,:,582,37656,860304,87206,10577,111960,15641,225384,1085688
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Any other Asian background,66847,23575708,895822,694806,201016,3.79977,2.94713,0.85264,4901,7.33167,1492627,211528,142689,68839,14.17152,9.55959,4.61194,530480,46574,29162,407,23,28622,:,810,57709,693787,98860,8716,79576,13557,200709,894496
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Major ethnic groups,Ethnicity Major Black Total,215783,76054430,2355500,1737417,618083,3.09712,2.28444,0.81269,13051,6.04821,3760077,585977,356050,229927,15.58418,9.46922,6.11495,1311292,146102,60681,406,115,37381,:,21632,158728,1736337,143815,61995,341952,70174,617936,2354273
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Black Caribbean,44572,15958662,655822,457186,198636,4.1095,2.86481,1.24469,4520,10.1409,1436898,225509,132331,93178,15.69416,9.20949,6.48466,352456,35866,1429,128,23,10023,:,10717,46481,457123,35404,28159,113267,21792,198622,655745
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Black African,142805,50159787,1358101,1036001,322100,2.70755,2.0654,0.64215,6343,4.44172,1682840,260337,163934,96403,15.4701,9.74151,5.72859,772316,89842,54896,223,78,21358,:,8219,88278,1035210,87703,22666,174320,37318,322007,1357217
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Any other black background,28406,9935981,341577,244230,97347,3.43778,2.45804,0.97974,2188,7.7026,640339,100131,59785,40346,15.63719,9.33646,6.30073,186520,20394,4356,55,14,6000,:,2696,23969,244004,20708,11170,54365,11064,97307,341311
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Major ethnic groups,Ethnicity Major Chinese,15527,5473009,145560,115477,30083,2.6596,2.10994,0.54966,559,3.60018,157188,22091,14851,7240,14.05387,9.44792,4.60595,80479,11550,370,7,5,10835,:,188,11778,115212,18774,1796,7825,1638,30033,145245
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Major ethnic groups,Ethnicity Major Any Other Ethnic Group,67583,23352924,1008447,711583,296864,4.31829,3.04708,1.27121,6622,9.79832,1900856,290335,169762,120573,15.27391,8.93082,6.34309,528522,56453,39915,173,735,25153,:,2103,56648,709702,119013,13569,140677,22127,295386,1005088
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Minority ethnic total,Ethnicity Minority Ethnic Group,1148521,406798249,17346602,12960837,4385765,4.26418,3.18606,1.07812,112142,9.76404,34927180,5407548,3423524,1984024,15.48235,9.80189,5.68046,10089675,895738,441757,2487,140492,368153,:,62943,932779,12934024,1524355,283583,2243409,324595,4375942,17309966
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,Major ethnic groups,Ethnicity Major Unclassified,42549,11554350,537359,401266,136093,4.65071,3.47286,1.17785,5601,13.16365,1190751,204662,130684,73978,17.18764,10.97492,6.21272,308026,28765,7607,44,3958,13003,:,3053,33868,398324,36773,10887,74917,12594,135171,533495
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,NC Year,NC Year 1 and below,657625,237090505,10704257,8487757,2216500,4.51484,3.57996,0.93488,66987,10.1862,22256918,3347553,2350266,997287,15.04051,10.55971,4.4808,7024249,609310,83870,343,37069,238051,:,25882,444206,8462980,868605,185194,1011390,144204,2209393,10672373
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,NC Year,NC Year 2,659095,238530351,9613777,7488021,2125756,4.03042,3.13923,0.89119,53236,8.07714,17644390,2641009,1788892,852117,14.96798,10.13859,4.82939,6098225,552795,85516,262,34870,232592,:,30438,432125,7466823,857542,176500,950011,135546,2119599,9586422
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,NC Year,NC Year 3,633643,228943478,8804961,6818422,1986539,3.84591,2.97821,0.8677,47975,7.5713,15812731,2381941,1600805,781136,15.06344,10.12352,4.93992,5484123,514491,82507,276,35476,219085,:,40389,419636,6795983,793174,157286,898415,130115,1978990,8774973
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,NC Year,NC Year 4,611413,221245542,8534738,6642720,1892018,3.85759,3.00242,0.85517,46682,7.6351,15490756,2343527,1595032,748495,15.12855,10.29667,4.83188,5346561,497694,80280,358,35077,205465,:,44577,411446,6621458,738854,139452,879519,127846,1885671,8507129
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,NC Year,NC Year 5,581750,211375074,8284646,6503754,1780892,3.91941,3.07688,0.84253,46235,7.94757,15504176,2345104,1627486,717618,15.12563,10.49708,4.62855,5237097,477542,78175,1031,34722,185651,:,50975,416913,6482106,673793,122625,853770,124593,1774781,8256887
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,NC Year,NC Year 6,559924,205949630,7908843,6257401,1651442,3.84018,3.03832,0.80187,41663,7.44083,14326378,2188471,1529402,659069,15.27582,10.67543,4.60039,4984786,474733,63955,2060,29067,160422,:,59111,462727,6236861,602324,113499,814303,116093,1646219,7883080
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,NC Year,NC Year 7,1809,669636,30350,25854,4496,4.53231,3.8609,0.67141,192,10.6136,67256,10451,8305,2146,15.53913,12.34834,3.19079,20801,1955,180,0,411,488,:,261,1758,25854,1753,307,2181,255,4496,30350
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,NC Year,NC Year 8,335,122064,6695,4724,1971,5.48483,3.8701,1.61473,56,16.71642,18268,3208,2104,1104,17.56076,11.51741,6.04335,3268,542,104,0,123,57,:,266,364,4724,585,84,1245,57,1971,6695
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,NC Year,NC Year Not followed or missing,29141,794473,128509,56053,72456,16.17538,7.05537,9.12001,11413,39.16475,292643,117706,48307,69399,40.2217,16.50714,23.71456,24174,2318,203,4,2296,611,:,1418,24900,55924,5057,1507,57233,8314,72111,128035
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,FSM,FSM eligible,644675,227857352,13245309,9376369,3868940,5.81298,4.11502,1.69797,113198,17.55893,37420867,5960986,3715729,2245257,15.92958,9.92956,6.00001,7542198,719620,105284,576,49203,132398,:,124051,673758,9347088,674433,444822,2435379,304043,3858677,13205765
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,FSM,FSM Not eligible,3060920,1116069032,40642966,32852292,7790674,3.64162,2.94357,0.69805,189828,6.20166,63700006,9300278,6786563,2513715,14.60012,10.65394,3.94618,26656916,2409446,369303,3754,157612,1109413,:,127848,1915417,32749709,3862197,450125,2975455,474666,7762443,40512152
Academic year,six half terms,201415,National,E92000001,England,State-funded primary,FSM,FSM unclassified,29140,794369,128501,56045,72456,16.17649,7.05529,9.1212,11413,39.16609,292643,117706,48307,69399,40.2217,16.50714,23.71456,24170,2314,203,4,2296,611,:,1418,24900,55916,5057,1507,57233,8314,72111,128027
